Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,Creator
Work,Rata Waihohonu,ark:/21198/z10w05fr,ark:/21198/z1f20r89,asfd/jv_vaihoho_0010.pdf,,Justino Valentim Fataluku Collection,,1999-2014,1999/2014,,,"Annotated typed pages of Vaihoho using high Fataluku.  Topics include relationships between different villages, orphan's laments, traditional marriages, ceremonies for traditional sacred house (Uma Lulik).  The additional handwritten verses on the first page use everyday Fataluku and are affectionate goodbyes.",211 mm x 293 mm,15 pages,,annotations,ddg,jv_vaihoho_0010,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Book 2,ark:/21198/z1w39nxc,ark:/21198/z1f20r89,asfd/jv_vaihoho_0011.pdf,,Justino Valentim Fataluku Collection,"Lospalos is the sub-district of the Lautem District, which is the home district of the Fataluku speaking people of Timor Leste; Lospalos, the town, is also the administrative capital of the Lautem District.
This book also includes an inserted supplementary page of handwritten Vaihoho verses which deal with the natural world.",1999-2014,1999/2014,,,"Hand written notebook containing Fataluku Vaihoho sung poems with some translated into Tetum.  The subject of the poems is the beautiful country of Timor Leste.  

Page _0003 English translation of the Tetum (on right hand side):
Lospalos Lospalos
Where is Lospalos
In the good country
With mountains all around",200 mm x 289 mm,12 Pages,,notebook,ddg,jv_vaihoho_0011,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions|~|Timor Leste land,,,
Work,Untitled Book 3,ark:/21198/z1rb8x5m,ark:/21198/z1f20r89,asfd/jv_vaihoho_0012.pdf,,Justino Valentim Fataluku Collection,,1999-2014,1999/2014,,,Draft copy of jv_vaihoho_0001 with working notes.,215 mm x 297 mm,38 pages,,annotations,ddg,jv_vaihoho_0012,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notes 3,ark:/21198/z1mk85gq,ark:/21198/z1f20r89,asfd/jv_vaihoho_0013.pdf,,Justino Valentim Fataluku Collection,The notes are written on the back of cut-up cigarette cartons.,1999-2014,1999/2014,,,"Written in everyday Fataluku these notes discuss firstly, the tribes who are located in the sub-district of Titilari. The second set of notes transcribes a traditional Fataluku song, not a Vaihoho.  The song has been popularised by a contemporary Timor Leste band called Galaxy.",143 mm x 279 mm,4 pages,,field notes,ddg,jv_vaihoho_0013,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notes 4,ark:/21198/z1gt7dsf,ark:/21198/z1f20r89,asfd/jv_vaihoho_0014.pdf,,Justino Valentim Fataluku Collection,Handwritten field notes,1999-2014,1999/2014,,,Transciptions of traditional Vaihoho in high Fataluku language.  The content is symbolic referring to harvests and the natural world.,144 mm x 210 mm,4 pages,,field notes,ddg,jv_vaihoho_0014,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notes 5,ark:/21198/z1c26p3w,ark:/21198/z1f20r89,asfd/jv_vaihoho_0015.pdf,,Justino Valenitm Fataluku Collection,Handwritten field notes,1999-2014,1999/2014,,,These notes transcribe the same text as jv_vaihoho_0014 pages _0001 and _0004.,127 mm x 210 mm,2 pages,,field notes,ddg,jv_vaihoho_0015,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notes 6,ark:/21198/z17d4msg,ark:/21198/z1f20r89,asfd/jv_vaihoho_0016.pdf,,Justino Valentim Fataluku Collection,"Field notes written in pencil on lined paper, probably from an exercise book.",1999-2014,1999/2014,,,"Hand written notes by Justino Valentim.  The language is high or ritual Fataluku, used mainly by older individuals in formal or ceremony situations.  Younger speakers of Fataluku find the language difficult to understand.  The content is a lament for/by individuals left alone.",210 mm x 299 mm,2 pages,,field notes,ddg,jv_vaihoho_0016,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notes 7,ark:/21198/z13n3w25,ark:/21198/z1f20r89,asfd/jv_vaihoho_0017.pdf,,Justino Valentim Fataluku Collection,Field notes written on page torn our of lined spiral bound exercise book.,1999-2014,1999/2014,,,,203 mm x 265 mm,2 pages,,field notes,ddg,jv_vaihoho_0017,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Fataluku sung poems|~|Vaihoho|~|Fataluku oral traditions,,,
Work,Untitled Notebook - Justino,ark:/21198/z1zw3chz,ark:/21198/z1f20r89,asfd/jv_fataluku_dictionary_0001.pdf,,Justino Valentim Fataluku Collection,The lists are written on a notebook.,"October 4, 2003",2003-10-04,,,"Hand written Fataluku word lists by Justino Valentim.  Pages three to five are lists of Fataluku, Makasae, Makalero and Tetum.  Makasae and Makalero are local languages from Iliomar and Luro respectively.  Pages six to twelve are 'a' and 'b' words from Tetum to Fataluku.",212 mm x 300 mm,14 pages,,notebook,ddg,jv_fataluku_dictionary_0001,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Makasae language|~|Makalero language|~|Tetum language,,,
Work,Disionariu Tetun Fataluku Ingles,ark:/21198/z1v42mr3,ark:/21198/z1f20r89,asfd/jv_fataluku_dictionary_0002.pdf,,Justino Valentim Fataluku Collection,Handbound typed word list.,1999-2014,1999/2014,,,"Tetum, Fataluku and English word lists arranged alphabetically 'a' to 'k'.",210 mm x 297 mm,59 pages,,pamphlet,ddg,jv_fataluku_dictionary_0002,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Tetum language,,,
Work,Draft Fataluku Dictionary by Justino Valentim,ark:/21198/z1qc1w27,ark:/21198/z1f20r89,asfd/jv_fataluku_dictionary_0003.pdf,,Justino Valentim Fataluku Collection,,2001-2002,2001/2002,,,"Draft Fataluku dictionary, researched and prepared by Justino Valentim, listing Fataluku words alphabetically alongside the  meaning of the word in Fataluku.  The draft contains handwritten annotations.  Words beginning with b, d,and g, are not listed; there are lists of words beginning with p, r, s and t, with no word meaning alongside. There are no words beginning with letter Q, V, X and Y in Fataluku.",210 mm x 297 mm,110 pages,,pamphlet,ddg,jv_fataluku_dictionary_0003,"Valentim, Justino (Cailoru)",,,,,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language,,,
Work,"Hakarek Kona ba Timor Loro Sa'e
Fata-lukunu I Disionariu
",ark:/21198/z1km14f7,ark:/21198/z1f20r89,asfd/jv_fataluku_dictionary_0004.pdf,,Justino Valentim Fataluku Collection,"The pamphlet is office printed, stapled and tape bound.",2002,2002-12-15,,,"In the Introduction, written in Fataluku, Justino Valentim explains that there are many different local languages spoken everyday in the Lautem District.  There are approximately 35,000 people who speak Fataluku, along with Saini ho Naine (approximately 12,000 speakers),and Makalero (approximately 12,000 speakers mostly from Iliomar).  Previously Makuwo language was spoken readily but it is now a lost language.  Mr Valentim hopes that the Fataluku dictionary presented, will help to preserve this local language into the future, and encourage others to continue researching the Fataluku language.",213 mm x 297 mm,123 pages,,pamphlet,ddg,jv_fataluku_dictionary_0004,"Valentim, Justino (Cailoru)",,,,Timor Loro-Sa'e-Nippon Cultural Centre,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language,,,Timor Loro Sa'e-Nippon Culture Center (TNCC)
Work,Disinariu Bahasa Indonesia Fataluku,ark:/21198/z1fv0cp2,ark:/21198/z1f20r89,asfd/jv_fataluku_dictionary_0005.pdf,,Justino Valentim Fataluku Collection,The pamphlet is well-used with water damage,"May 24, 2008",2008-04-24,,,Alphabetical listing of Bahasa Indonesian words matching to Fataluku meanings.,223 mm x 298 mm,170 pages,,pamplet,ddg,jv_fataluku_dictionary_0005,"Valentim, Justino (Cailoru)",,,Language Project Central Office,Timor Loro-Sa'e-Nippon Cultural Centre,Valentim Home,text,unknown,Many Hands International contact@manyhands.org.au,,Timor Leste languages|~|Fataluku language|~|Indonesian language,,,Timor Loro Sa'e-Nippon Culture Center (TNCC)
