Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Passes on Route To Gardez 1,ark:/21198/z1s48jm4,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03065.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03065,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Paktia|~|Nomads|~|Snows|~|Mountains|~|Gardez|~|Valley|~|Agriculture|~|Landscapes,,
Work,Passes on Route To Gardez 2,ark:/21198/z1ng6h77,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03066.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03066,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Paktia|~|Gardez|~|Snow|~|Nomads|~|Snows|~|Poplar Trees|~|Dirt Roads|~|Mountains|~|Donkeys,,
Work,Passes on Route To Gardez 3,ark:/21198/z1hq5rkd,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03067.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03067,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Paktia|~|Snows|~|Mountains|~|Valley,,
Work,Paktia 2,ark:/21198/z1cz50tm,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03068.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03068,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Paktia|~|Snows|~|Mountains|~|Valley|~|Landscapes,,
Work,Shewaki 1,ark:/21198/z186481q,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03069.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03069,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Towers|~|Snows|~|Mountains|~|Landscapes|~|Grasses,,
Work,Nomad With Nadir Shah Tomb in Background,ark:/21198/z14f3h90,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03070.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03070,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Nomads|~|Nadir Shah Tomb|~|Man|~|Camels,,
Work,Shewaki 2,ark:/21198/z10p2rmq,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03071.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03071,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Houses|~|village|~|Fields|~|Mountains,,
Work,Shewaki 3,ark:/21198/z1vx286q,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03072.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03072,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Towers|~|Snows|~|Mountains|~|Terraced Fields|~|Landscapes,,
Work,Shewaki 4,ark:/21198/z1r806tq,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03073.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03073,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Towers|~|Terraced Fields|~|Mountains|~|Landscapes,,
Work,Shewaki 5,ark:/21198/z1mg9g49,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03074.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03074,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Terraced Fields|~|Bala Hissar|~|Mountains|~|Landscapes,,
Work,Shewaki 6,ark:/21198/z1gq8qdk,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03075.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03075,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Shewaki|~|Terraced Fields|~|Bala Hissar|~|Mountains|~|Landscapes,,
Work,Hilltop Ailak Outside Aq Kupruk,ark:/21198/z1bz7zmz,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03076.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03076,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Hilltop|~|Ailak|~|Hills|~|Dirt Road|~|Yurts|~|Landscapes,,
Work,Nomadic Camp 1,ark:/21198/z17676wx,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03077.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03077,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Nomadic Camp|~|Girls|~|Tents|~|Hills|~|Landscapes,,
Work,Nomadic Camp 2,ark:/21198/z13f6g7h,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03078.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03078,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Nomadic Camp|~|Tents|~|Donkeys|~|Women|~|Hills|~|Landscapes,,
Work,Nomadic Camp 3,ark:/21198/z1zp5zrt,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03079.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03079,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Nomadic Camp|~|Donkeys|~|Women|~|Camels|~|Hills|~|Landscapes,,
Work,Nomadic Camp 4,ark:/21198/z1v13xdp,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03080.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03080,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Nomadic Camp|~|Donkeys|~|Women|~|Children|~|Tents|~|Hills,,
Work,Herd of Sheep and Camel,ark:/21198/z1q835r7,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03081.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03081,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Herd of Sheep|~|Camels|~|Sheep|~|Shepherd|~|Mountains,,
Work,Nomadic Camp Shots,ark:/21198/z1kh2dx5,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03082.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03082,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Nomadic Camp|~|Herd of Sheep|~|Sheep|~|Villages,,
Work,White Tents Belong to Jat Traders,ark:/21198/z1fr1p5d,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03083.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03083,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Tents|~|Camels|~|Traders|~|Nomads|~|Mountains,,
Work,Uzbek Part of Village Beyond Dried-up Stream Bed 1,ark:/21198/z1b00xf0,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03084.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03084,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Uzbek|~|Villages|~|Dirt Road|~|Houses|~|Hills|~|Landscapes,,
Work,Uzbek Part of Village Beyond Dried-up Stream Bed 2,ark:/21198/z16705sj,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03085.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03085,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Uzbek|~|Villages|~|Houses|~|South|~|Hills|~|Landscapes,,
Work,Sunflowers Growing,ark:/21198/z12f9f34,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03086.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03086,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Sunflowers|~|Crows|~|Terraced Fields|~|Hills|~|Trees|~|Landscapes,,
Work,Door to Fence,ark:/21198/z1xs7n15,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03087.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03087,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Door|~|Fence|~|Terraced Fields,,
Work,Uzbek Part of Village,ark:/21198/z1t16wb6,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03088.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03088,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Uzbek|~|Village|~|Houses|~|Hills|~|Trees,,
Work,Walk to Cave 1,ark:/21198/z1p864jz,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03089.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03089,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|River|~|East|~|Limestone|~|Valley|~|Mountains|~|Landscapes,,
Work,Walk to Cave 2,ark:/21198/z1jh5crb,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03090.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03090,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Horse Cave|~|Valleys|~|Limestone,,
Work,River swings to north,ark:/21198/z1dr4n2g,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03091.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03091,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Horses|~|River|~|Grazing|~|Valleys|~|Limestone|~|Mountains,,
Work,Horse Cave Across River From Snake Cave,ark:/21198/z1903wch,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03092.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03092,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Horse Cave|~|Horses|~|Limestone|~|Mountains,,
Work,From Snake Cave Toward Aq Kupruk,ark:/21198/z15734pm,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03093.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03093,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|River|~|Valley|~|Limestone|~|Mountains,,
Work,Aq Kupruk Orchard in Background 1,ark:/21198/z11k13d2,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03094.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03094,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Orchards|~|River|~|Cows|~|Hills|~|Trees|~|Landscapes,,
Work,Aq Kupruk Orchard in Background 2,ark:/21198/z1wt0kwx,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03095.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03095,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Orchard|~|Town|~|River|~|Children|~|Trees|~|Hills|~|Landscapes,,
Work,Sheep In Shake Of Rock Shelter Behind Aq Kupruk Around Bend,ark:/21198/z1s19v3g,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03096.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03096,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Sheep|~|Rock Shelter|~|Valley,,
Work,Aq Kupruk Orchard in Background 3,ark:/21198/z1n893bp,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03097.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03097,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Orchard|~|Town|~|River|~|Sheep|~|Hills|~|Trees|~|Landscapes,,
Work,Guard's Huts in Maize Field at Edge of River,ark:/21198/z1hh8bmz,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03098.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03098,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Guard's Huts|~|Maize Fields|~|River|~|Orchards|~|Hills|~|Landscapes,,
Work,Crow's Rock 1,ark:/21198/z1cr7kz4,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03099.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03099,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Crow's Rock,,
Work,Crow's Rock 2,ark:/21198/z1806v8k,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03100.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03100,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Crow's Rock|~|Rock Shelter,,
Work,Shrine of Local Saint,ark:/21198/z14b4sxq,ark:/21198/z16d7kmn,sadfdsf./acku_dupree_slide_1962_03101.tif,,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03101,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Shrines|~|Saint|~|Hills|~|Flags|~|Islam|~|Islamic History,,
