Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,"Group portrait of Daughters of Charity, accompanied by a man and a child 1",ark:/21198/z1k08xdr,ark:/21198/z1cg1h7v,afdsfa/0002kh00079_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00079,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholicism|~|women community|~|religious community|~|female community|~|roman catholic church|~|faith|~|nature,Bhannes (Lebanon),
Work,"Group portrait of Daughters of Charity, accompanied by a man",ark:/21198/z1fb6w29,ark:/21198/z1cg1h7v,afdsfa/0002kh00080_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.9 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00080,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholic church|~|roman catholicism|~|women community|~|religious community|~|female community|~|faith|~|nature,Bhannes (Lebanon),
Work,"Group portrait of Daughters of Charity, accompanied by a man and a child 2",ark:/21198/z19k64dv,ark:/21198/z1cg1h7v,afdsfa/0002kh00081_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00081,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholicism|~|roman catholic church|~|women community|~|religious community|~|female community|~|faith|~|nature,Bhannes (Lebanon),
Work,Group snapshot by the Saint Vincent de Paul statue,ark:/21198/z15t5cp4,ark:/21198/z1cg1h7v,afdsfa/0002kh00082_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00082,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religion|~|priesthood|~|sainthood|~|religious attire|~|church|~|catholic church|~|roman catholic church|~|catholicism|~|roman catholicism,Bhannes (Lebanon),
Work,Group snapshot of Daughters of Charity and other dwellers in front of a facility 1,ark:/21198/z1224mwt,ark:/21198/z1cg1h7v,afdsfa/0002kh00083_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 12.3 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00083,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|women community|~|female community|~|religious community,Bhannes (Lebanon),
Work,Group snapshot of Daughters of Charity and other dwellers in front of a facility 2,ark:/21198/z1x944cg,ark:/21198/z1cg1h7v,afdsfa/0002kh00084_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00084,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|women community|~|female community|~|religious community,Bhannes (Lebanon),
Work,Group snapshot of construction workers and other dwellers,ark:/21198/z1sj3cp6,ark:/21198/z1cg1h7v,afdsfa/0002kh00085_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.7 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00085,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature|~|physical labor,Bhannes (Lebanon),
Work,General view of the Bhannes Sanatorium's chapel 2,ark:/21198/z1ns2n27,ark:/21198/z1cg1h7v,afdsfa/0002kh00086_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.2 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00086,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|religion|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church|~|labor|~|working class|~|faith|~|faith|~|physical labor,Bhannes (Lebanon),
Work,General view of the Bhannes Sanatorium's chapel 3,ark:/21198/z1j40kns,ark:/21198/z1cg1h7v,afdsfa/0002kh00087_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.5 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00087,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|religion|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church|~|labor|~|working class|~|faith|~|faith|~|physical labor,Bhannes (Lebanon),
Work,Snapshot of construction workers,ark:/21198/z1db9v18,ark:/21198/z1cg1h7v,afdsfa/0002kh00088_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.5 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00088,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|labor|~|working class|~|nature|~|masculinity|~|physical labor,Bhannes (Lebanon),
Work,Group portrait of Daughters of Charity with two priests near a statue of the Virgin,ark:/21198/z18k9371,ark:/21198/z1cg1h7v,afdsfa/0002kh00089_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.3 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00089,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religious community|~|christian community|~|female community|~|women community|~|gender roles|~|gender norms|~|priesthood|~|sisterhood|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church,Bhannes (Lebanon),
Work,"Group portrait of Daughters of Charity, two priests, and two other women",ark:/21198/z14t8bgv,ark:/21198/z1cg1h7v,afdsfa/0002kh00090_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.3 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00090,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|religious community|~|christian community|~|female community|~|women community|~|gender roles|~|gender norms|~|priesthood|~|sisterhood|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church,Bhannes (Lebanon),
Work,"Group portrait of female residents of the Bhannes Sanatorium with three Daughters of Charity, two priests, and other women",ark:/21198/z1127kq0,ark:/21198/z1cg1h7v,afdsfa/0002kh00091_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.6 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00091,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|female community|~|women community|~|christian community|~|religious community|~|social hierarchy|~|disability|~|mental health|~|mental care,Bhannes (Lebanon),
Work,Group portrait of construction workers at the entrance of a facility 1,ark:/21198/z1w9738j,ark:/21198/z1cg1h7v,afdsfa/0002kh00092_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.3 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00092,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,labor|~|physical labor|~|working class|~|nationalism|~|french mandate|~|masculinity|~|hierarchy|~|religion|~|christianity|~|gender roles|~|gender norms|~|colonialism,Bhannes (Lebanon),
Work,Group portrait of construction workers at the entrance of a facility 2,ark:/21198/z1rj6bmq,ark:/21198/z1cg1h7v,afdsfa/0002kh00093_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.9 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00093,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,labor|~|physical labor|~|working class|~|nationalism|~|french mandate|~|masculinity|~|smoking|~|drinking|~|gender roles|~|gender norms|~|colonialism,Bhannes (Lebanon),
Work,Portrait of a woman holding a flower arrangement,ark:/21198/z1mw497t,ark:/21198/z1cg1h7v,afdsfa/0002kh00094_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.8 cm x 8.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00094,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,femininity|~|nature|~|womanhood|~|gender stereotypes,Bhannes (Lebanon),
Work,Group portrait of workers on site 1,ark:/21198/z1h43jmr,ark:/21198/z1cg1h7v,afdsfa/0002kh00095_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00095,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|community|~|gender norms|~|childhood|~|drinking|~|working class|~|gender roles,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 1,ark:/21198/z1cc2svk,ark:/21198/z1cg1h7v,afdsfa/0002kh00096_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00096,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 2,ark:/21198/z17m2219,ark:/21198/z1cg1h7v,afdsfa/0002kh00097_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00097,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon),
Work,General view of the sick ward at the Bhannes Sanatorium,ark:/21198/z13v1984,ark:/21198/z1cg1h7v,afdsfa/0002kh00098_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.5 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00098,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 3,ark:/21198/z1030jk5,ark:/21198/z1cg1h7v,afdsfa/0002kh00099_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00099,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 4,ark:/21198/z1vb026m,ark:/21198/z1cg1h7v,afdsfa/0002kh00100_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00100,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,Snapshot of construction workers on site 1,ark:/21198/z1qn80wn,ark:/21198/z1cg1h7v,afdsfa/0002kh00101_DC01M.pdf,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00101,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,
Work,General view of the construction of the Bhannes Sanatorium sick ward 5,ark:/21198/z1kw786s,ark:/21198/z1cg1h7v,afdsfa/0002kh00102_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.7 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00102,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 6,ark:/21198/z1g46hfx,ark:/21198/z1cg1h7v,afdsfa/0002kh00103_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,12 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00103,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 7,ark:/21198/z1bc5rmv,ark:/21198/z1cg1h7v,afdsfa/0002kh00104_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.8 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00104,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature|~|hierarchy|~|nationalism|~|french mandate,Bhannes (Lebanon),
Work,General view of the construction of the Bhannes Sanatorium sick ward 8,ark:/21198/z16m50wh,ark:/21198/z1cg1h7v,afdsfa/0002kh00105_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,1.5 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00105,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),
Work,Group snapshot of formal dwellers,ark:/21198/z12v4873,ark:/21198/z1cg1h7v,afdsfa/0002kh00106_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.2 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00106,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|christian community|~|religion|~|catholicism|~|roman catholicism|~|religious attire|~|formal attire|~|gender norms|~|gender roles,Bhannes (Lebanon),
Work,Snapshot of construction workers on site 2,ark:/21198/z1z33rv2,ark:/21198/z1cg1h7v,afdsfa/0002kh00107_DC01M.pdf,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00107,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,
Work,General view of construction works of a road,ark:/21198/z1tf1qfq,ark:/21198/z1cg1h7v,afdsfa/0002kh00108_DC01M.pdf,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00108,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|urbanism,Iraq,
Work,Snapshot of construction workers on site 3,ark:/21198/z1pp0ztb,ark:/21198/z1cg1h7v,afdsfa/0002kh00109_DC01M.pdf,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00109,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,
Work,Snapshot of the installation of the statue of Saint Vincent de Paul at the Bhannes Sanatorium,ark:/21198/z1jx071h,ark:/21198/z1cg1h7v,afdsfa/0002kh00110_DC01M.pdf,,Fouad el Khoury Collection,,1923,1923,,,,11.8 cm x 8.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00110,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|sainthood|~|christianity|~|catholicism|~|roman catholicism|~|formal attire,Bhannes (Lebanon),
Work,Group portrait of two women and two men on the construction site of the Saint George Hotel,ark:/21198/z1f49g7n,ark:/21198/z1cg1h7v,afdsfa/0002kh00111_DC01M.pdf,,Fouad el Khoury Collection,,1930,1930,,,,6.4 cm x 11.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00111,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|formal attire|~|modernism|~|modernist architecture|~|mediterranean,Beirut (Lebanon),
Work,General view of the Saint George Bay from the Saint George hotel,ark:/21198/z19c8qgg,ark:/21198/z1cg1h7v,afdsfa/0002kh00112_DC01M.pdf,,Fouad el Khoury Collection,,1930,1930,,,,6.9 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00112,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|modernism|~|modernist modern architecture|~|mediterranean,Beirut (Lebanon),
